[Header]
Application Name	LabSolutions
0,16000	-2
0,17067	-5
0,18133	-6
0,19200	-4
0,20267	1
0,21333	-3
0,22400	-6
0,23467	-3
0,24533	-10
0,25600	-1
0,26667	-5
0,27733	-5
0,28800	-9
0,29867	-5
0,30933	-11
0,32000	-10
0,33067	-5
0,34133	-13
0,35200	-11
0,36267	-9
0,37333	-0
0,38400	-5
0,39467	-5
0,40533	-10
0,41600	-13
0,42667	-1
0,43733	-4
0,44800	-12
0,45867	-12
0,46933	-8
0,48000	-10
0,49067	-14
0,50133	-6
0,51200	-4
0,52267	-5
0,53333	-6
0,54400	-11
0,55467	-10
0,56533	-3
0,57600	-3
0,58667	-2
0,59733	-2
0,60800	-2
0,61867	-0
0,62933	-3
0,64000	-4
0,65067	-6
0,66133	-4
0,67200	-2
0,68267	-1
0,69333	-5
0,70400	-2
0,71467	-4
0,72533	-9
0,73600	2
0,74667	3
0,75733	-4
0,76800	-11
0,77867	-9
0,78933	-4
0,80000	-5
0,81067	-5
0,82133	0
0,83200	-2
0,84267	-5
0,85333	-6
0,86400	-2
0,87467	-7
0,88533	-8
0,89600	-3
0,90667	-10
0,91733	-13
0,92800	-16
0,93867	-6
0,94933	-7
0,96000	-7
0,97067	-10
0,98133	-12
0,99200	-7
1,00267	-3
1,01333	-5
1,02400	-2
1,03467	-11
1,04533	-11
1,05600	-8
1,06667	-13
1,07733	-12
1,08800	-17
1,09867	-17
1,10933	-19
1,12000	-18
1,13067	-16
1,14133	-15
1,15200	-12
1,16267	-9
1,17333	-12
1,18400	-15
1,19467	-16
1,20533	-21
1,21600	-20
1,22667	-17
1,23733	-19
1,24800	-9
1,25867	-8
1,26933	-14
1,28000	-16
1,29067	-13
1,30133	-11
1,31200	-11
1,32267	-13
1,33333	-8
1,34400	-0
1,35467	-3
1,36533	-6
1,37600	-4
1,38667	-10
1,39733	-16
1,40800	-17
1,41867	-15
1,42933	-13
1,44000	-17
1,45067	-17
1,46133	-12
1,47200	-8
1,48267	-8
1,49333	-7
1,50400	-8
1,51467	-8
1,52533	-12
1,53600	-10
1,54667	-8
1,55733	-9
1,56800	-17
1,57867	-13
1,58933	-18
1,60000	-11
1,61067	-11
1,62133	-13
1,63200	-11
1,64267	-20
1,65333	-11
1,66400	-10
1,67467	-5
1,68533	-10
1,69600	-6
1,70667	-8
1,71733	-8
1,72800	-5
1,73867	-3
1,74933	-7
1,76000	-3
1,77067	-7
1,78133	-10
1,79200	-8
1,80267	-4
1,81333	-4
1,82400	-8
1,83467	-11
1,84533	-11
1,85600	-13
1,86667	-8
1,87733	-11
1,88800	-6
1,89867	-6
1,90933	-8
1,92000	-12
1,93067	-10
1,94133	-5
1,95200	-6
1,96267	-13
1,97333	-15
1,98400	-13
1,99467	-8
2,00533	-11
2,01600	-12
2,02667	-11
2,03733	-10
2,04800	-14
2,05867	-10
2,06933	-14
2,08000	-9
2,09067	-8
2,10133	-10
2,11200	-14
2,12267	-13
2,13333	-7
2,14400	-4
2,15467	-5
2,16533	-6
2,17600	-12
2,18667	-15
2,19733	-13
2,20800	-11
2,21867	-4
2,22933	-6
2,24000	-7
2,25067	-2
2,26133	-8
2,27200	-8
2,28267	-8
2,29333	-8
2,30400	-9
2,31467	-7
2,32533	-9
2,33600	-10
2,34667	-9
2,35733	-10
2,36800	-11
2,37867	-11
2,38933	-10
2,40000	-6
2,41067	-6
2,42133	-4
2,43200	-5
2,44267	-9
2,45333	-4
2,46400	-9
2,47467	-7
2,48533	-2
2,49600	0
2,50667	1
2,51733	5
2,52800	20
2,53867	27
2,54933	49
2,56000	80
2,57067	128
2,58133	190
2,59200	273
2,60267	373
2,61333	499
2,62400	650
2,63467	814
2,64533	987
2,65600	1168
2,66667	1366
2,67733	1592
2,68800	1858
2,69867	2167
2,70933	2539
2,72000	2963
2,73067	3392
2,74133	3822
2,75200	4202
2,76267	4559
2,77333	4962
2,78400	5753
2,79467	8294
2,80533	17981
2,81600	51565
2,82667	139221
2,83733	297563
2,84800	509344
2,85867	732047
2,86933	921768
2,88000	1058207
2,89067	1141757
2,90133	1175528
2,91200	1156515
2,92267	1082305
2,93333	962928
2,94400	825143
2,95467	695122
2,96533	584065
2,97600	492262
2,98667	415922
2,99733	350528
3,00800	292509
3,01867	241043
3,02933	196438
3,04000	158585
3,05067	127153
3,06133	101855
3,07200	81976
3,08267	66374
3,09333	54113
3,10400	44522
3,11467	36969
3,12533	30960
3,13600	26130
3,14667	22245
3,15733	19056
3,16800	16432
3,17867	14268
3,18933	12458
3,20000	10913
3,21067	9608
3,22133	8492
3,23200	7541
3,24267	6717
3,25333	5995
3,26400	5369
3,27467	4824
3,28533	4347
3,29600	3924
3,30667	3551
3,31733	3241
3,32800	2954
3,33867	2700
3,34933	2479
3,36000	2275
3,37067	2099
3,38133	1940
3,39200	1798
3,40267	1671
3,41333	1560
3,42400	1454
3,43467	1361
3,44533	1271
3,45600	1191
3,46667	1124
3,47733	1061
3,48800	1000
3,49867	938
3,50933	895
3,52000	855
3,53067	806
3,54133	772
3,55200	738
3,56267	706
3,57333	673
3,58400	647
3,59467	618
3,60533	598
3,61600	572
3,62667	550
3,63733	530
3,64800	510
3,65867	492
3,66933	474
3,68000	461
3,69067	443
3,70133	428
3,71200	417
3,72267	407
3,73333	397
3,74400	378
3,75467	369
3,76533	360
3,77600	350
3,78667	340
3,79733	329
3,80800	313
3,81867	306
3,82933	291
3,84000	277
3,85067	278
3,86133	271
3,87200	262
3,88267	253
3,89333	246
3,90400	236
3,91467	238
3,92533	233
3,93600	224
3,94667	225
3,95733	220
3,96800	214
3,97867	203
3,98933	204
4,00000	204
4,01067	197
4,02133	186
4,03200	183
4,04267	181
4,05333	178
4,06400	171
4,07467	167
4,08533	167
4,09600	163
4,10667	153
4,11733	154
4,12800	152
4,13867	145
4,14933	147
4,16000	137
4,17067	142
4,18133	135
4,19200	131
4,20267	130
4,21333	128
4,22400	125
4,23467	122
4,24533	121
4,25600	115
4,26667	114
4,27733	118
4,28800	112
4,29867	108
4,30933	108
4,32000	106
4,33067	102
4,34133	103
4,35200	99
4,36267	99
4,37333	98
4,38400	97
4,39467	99
4,40533	96
4,41600	94
4,42667	94
4,43733	91
4,44800	87
4,45867	84
4,46933	84
4,48000	82
4,49067	84
4,50133	83
4,51200	80
4,52267	77
4,53333	74
4,54400	75
4,55467	68
4,56533	64
4,57600	72
4,58667	74
4,59733	74
4,60800	70
4,61867	70
4,62933	74
4,64000	67
4,65067	65
4,66133	66
4,67200	64
4,68267	64
4,69333	79
4,70400	77
4,71467	70
4,72533	59
4,73600	59
4,74667	57
4,75733	60
4,76800	59
4,77867	58
4,78933	57
4,80000	54
4,81067	57
4,82133	54
4,83200	49
4,84267	46
4,85333	47
4,86400	56
4,87467	50
4,88533	49
4,89600	53
4,90667	51
4,91733	50
4,92800	50
4,93867	50
4,94933	48
4,96000	46
4,97067	52
4,98133	47
4,99200	46
5,00267	54
5,01333	49
5,02400	49
5,03467	44
5,04533	43
5,05600	46
5,06667	50
5,07733	50
5,08800	52
5,09867	49
5,10933	51
5,12000	51
5,13067	53
5,14133	55
5,15200	58
5,16267	50
5,17333	46
5,18400	43
5,19467	44
5,20533	39
5,21600	40
5,22667	41
5,23733	39
5,24800	40
5,25867	47
5,26933	44
5,28000	45
5,29067	46
5,30133	46
5,31200	40
5,32267	40
5,33333	40
5,34400	38
5,35467	41
5,36533	35
5,37600	33
5,38667	34
5,39733	37
5,40800	35
5,41867	33
5,42933	35
5,44000	36
5,45067	39
5,46133	35
5,47200	32
5,48267	28
5,49333	34
5,50400	32
5,51467	34
5,52533	37
5,53600	37
5,54667	32
5,55733	33
5,56800	30
5,57867	27
5,58933	33
5,60000	29
5,61067	30
5,62133	30
5,63200	31
5,64267	23
5,65333	19
5,66400	28
5,67467	32
5,68533	36
5,69600	32
5,70667	33
5,71733	40
5,72800	27
5,73867	28
5,74933	29
5,76000	33
5,77067	27
5,78133	30
5,79200	34
5,80267	31
5,81333	35
5,82400	31
5,83467	27
5,84533	27
5,85600	33
5,86667	107
5,87733	88
5,88800	50
5,89867	34
5,90933	32
5,92000	30
5,93067	29
5,94133	34
5,95200	36
5,96267	33
5,97333	28
5,98400	30
5,99467	34
6,00533	52
6,01600	39
6,02667	31
6,03733	33
6,04800	35
6,05867	37
6,06933	27
6,08000	32
6,09067	30
6,10133	28
6,11200	24
6,12267	28
6,13333	30
6,14400	27
6,15467	34
6,16533	31
6,17600	32
6,18667	34
6,19733	34
6,20800	39
6,21867	39
6,22933	39
6,24000	34
6,25067	36
6,26133	37
6,27200	38
6,28267	44
6,29333	43
6,30400	42
6,31467	44
6,32533	42
6,33600	39
6,34667	39
6,35733	34
6,36800	42
6,37867	44
6,38933	45
6,40000	47
6,41067	36
6,42133	32
6,43200	39
6,44267	40
6,45333	35
6,46400	35
6,47467	38
6,48533	34
6,49600	38
6,50667	46
6,51733	41
6,52800	34
6,53867	37
6,54933	33
6,56000	30
6,57067	30
6,58133	36
6,59200	31
6,60267	29
6,61333	31
6,62400	38
6,63467	35
6,64533	41
6,65600	36
6,66667	38
6,67733	37
6,68800	35
6,69867	36
6,70933	41
6,72000	41
6,73067	36
6,74133	33
6,75200	33
6,76267	36
6,77333	32
6,78400	32
6,79467	29
6,80533	34
6,81600	36
6,82667	35
6,83733	35
6,84800	31
6,85867	38
6,86933	40
6,88000	41
6,89067	39
6,90133	34
6,91200	37
6,92267	40
6,93333	33
6,94400	38
6,95467	37
6,96533	36
6,97600	40
6,98667	43
6,99733	41
7,00800	40
7,01867	42
7,02933	41
7,04000	45
7,05067	43
7,06133	41
7,07200	40
7,08267	37
7,09333	40
7,10400	34
7,11467	37
7,12533	35
7,13600	34
7,14667	33
7,15733	37
7,16800	35
7,17867	41
7,18933	37
7,20000	38
7,21067	39
7,22133	35
7,23200	36
7,24267	41
7,25333	38
7,26400	36
7,27467	39
7,28533	38
7,29600	39
7,30667	37
7,31733	42
7,32800	44
7,33867	48
7,34933	52
7,36000	46
7,37067	50
7,38133	50
7,39200	44
7,40267	41
7,41333	44
7,42400	44
7,43467	41
7,44533	40
7,45600	43
7,46667	44
7,47733	46
7,48800	42
7,49867	42
7,50933	41
7,52000	38
7,53067	35
7,54133	39
7,55200	39
7,56267	41
7,57333	40
7,58400	43
7,59467	45
7,60533	43
7,61600	47
7,62667	42
7,63733	40
7,64800	35
7,65867	38
7,66933	40
7,68000	40
7,69067	41
7,70133	39
7,71200	38
7,72267	38
7,73333	38
7,74400	36
7,75467	44
7,76533	48
7,77600	45
7,78667	46
7,79733	43
7,80800	42
7,81867	41
7,82933	43
7,84000	46
7,85067	44
7,86133	46
7,87200	39
7,88267	46
7,89333	34
7,90400	38
7,91467	39
7,92533	44
7,93600	42
7,94667	46
7,95733	47
7,96800	46
7,97867	40
7,98933	35
8,00000	39
8,01067	44
8,02133	44
8,03200	42
8,04267	38
8,05333	40
8,06400	39
8,07467	39
8,08533	40
8,09600	39
8,10667	49
8,11733	45
8,12800	41
8,13867	42
8,14933	37
8,16000	43
8,17067	42
8,18133	43
8,19200	48
8,20267	43
8,21333	46
8,22400	46
8,23467	43
8,24533	48
8,25600	48
8,26667	50
8,27733	52
8,28800	55
8,29867	53
8,30933	49
8,32000	53
8,33067	49
8,34133	49
8,35200	48
8,36267	54
8,37333	55
8,38400	55
8,39467	51
8,40533	48
8,41600	51
8,42667	47
8,43733	43
8,44800	49
8,45867	40
8,46933	44
8,48000	48
8,49067	45
8,50133	43
8,51200	42
8,52267	42
8,53333	41
8,54400	41
8,55467	43
8,56533	47
8,57600	44
8,58667	44
8,59733	47
8,60800	48
8,61867	49
8,62933	46
8,64000	46
8,65067	48
8,66133	48
8,67200	44
8,68267	48
8,69333	48
8,70400	45
8,71467	43
8,72533	45
8,73600	48
8,74667	46
8,75733	47
8,76800	40
8,77867	40
8,78933	44
8,80000	48
8,81067	50
8,82133	48
8,83200	46
8,84267	47
8,85333	44
8,86400	49
8,87467	51
8,88533	43
8,89600	44
8,90667	41
8,91733	49
8,92800	48
8,93867	44
8,94933	50
8,96000	43
8,97067	56
8,98133	46
8,99200	46
9,00267	47
9,01333	49
9,02400	48
9,03467	46
9,04533	44
9,05600	44
9,06667	48
9,07733	47
9,08800	48
9,09867	49
9,10933	44
9,12000	43
9,13067	45
9,14133	44
9,15200	44
9,16267	45
9,17333	52
9,18400	50
9,19467	56
9,20533	54
9,21600	48
9,22667	52
9,23733	48
9,24800	45
9,25867	46
9,26933	46
9,28000	50
9,29067	49
9,30133	53
9,31200	56
9,32267	55
9,33333	57
9,34400	57
9,35467	58
9,36533	51
9,37600	56
9,38667	61
9,39733	56
9,40800	59
9,41867	56
9,42933	64
9,44000	64
9,45067	62
9,46133	57
9,47200	55
9,48267	53
9,49333	55
9,50400	55
9,51467	61
9,52533	55
9,53600	52
9,54667	57
9,55733	56
9,56800	57
9,57867	52
9,58933	57
9,60000	53
9,61067	42
9,62133	54
9,63200	57
9,64267	53
9,65333	56
9,66400	49
9,67467	56
9,68533	53
9,69600	51
9,70667	53
9,71733	52
9,72800	50
9,73867	41
9,74933	49
9,76000	49
9,77067	53
9,78133	52
9,79200	53
9,80267	56
9,81333	61
9,82400	56
9,83467	56
9,84533	55
9,85600	60
9,86667	61
9,87733	57
9,88800	57
9,89867	61
9,90933	61
9,92000	63
9,93067	64
9,94133	62
9,95200	64
9,96267	59
9,97333	61
9,98400	58
9,99467	67
10,00533	63
10,01600	64
10,02667	56
10,03733	55
10,04800	56
10,05867	62
10,06933	57
10,08000	58
10,09067	60
10,10133	63
10,11200	56
10,12267	58
10,13333	58
10,14400	54
10,15467	67
10,16533	63
10,17600	53
10,18667	51
10,19733	56
10,20800	55
10,21867	58
10,22933	58
10,24000	57
10,25067	57
10,26133	58
10,27200	57
10,28267	58
10,29333	55
10,30400	55
10,31467	51
10,32533	56
10,33600	56
10,34667	55
10,35733	61
10,36800	59
10,37867	61
10,38933	59
10,40000	57
10,41067	59
10,42133	59
10,43200	56
10,44267	58
10,45333	59
10,46400	63
10,47467	64
10,48533	65
10,49600	63
10,50667	62
10,51733	64
10,52800	64
10,53867	63
10,54933	63
10,56000	60
10,57067	59
10,58133	59
10,59200	62
10,60267	64
10,61333	62
10,62400	63
10,63467	59
10,64533	65
10,65600	67
10,66667	62
10,67733	61
10,68800	59
10,69867	56
10,70933	59
10,72000	60
10,73067	59
10,74133	64
10,75200	67
10,76267	66
10,77333	70
10,78400	66
10,79467	63
10,80533	58
10,81600	65
10,82667	71
10,83733	69
10,84800	65
10,85867	58
10,86933	63
10,88000	62
10,89067	67
10,90133	67
10,91200	61
10,92267	57
10,93333	61
10,94400	58
10,95467	62
10,96533	60
10,97600	62
10,98667	60
10,99733	59
11,00800	61
11,01867	64
11,02933	59
11,04000	62
11,05067	67
11,06133	63
11,07200	55
11,08267	53
11,09333	54
11,10400	49
11,11467	57
11,12533	58
11,13600	59
11,14667	58
11,15733	61
11,16800	60
11,17867	58
11,18933	58
11,20000	55
11,21067	52
11,22133	59
11,23200	61
11,24267	64
11,25333	63
11,26400	59
11,27467	60
11,28533	58
11,29600	58
11,30667	60
11,31733	65
11,32800	59
11,33867	63
11,34933	63
11,36000	64
11,37067	63
11,38133	57
11,39200	61
11,40267	65
11,41333	68
11,42400	61
11,43467	69
11,44533	69
11,45600	65
11,46667	61
11,47733	63
11,48800	67
11,49867	64
11,50933	66
11,52000	60
11,53067	64
11,54133	64
11,55200	64
11,56267	61
11,57333	62
11,58400	62
11,59467	63
11,60533	67
11,61600	59
11,62667	60
11,63733	56
11,64800	63
11,65867	66
11,66933	64
11,68000	64
11,69067	58
11,70133	65
11,71200	63
11,72267	65
11,73333	60
11,74400	67
11,75467	60
11,76533	61
11,77600	60
11,78667	66
11,79733	65
11,80800	65
11,81867	62
11,82933	64
11,84000	72
11,85067	65
11,86133	59
11,87200	58
11,88267	64
11,89333	62
11,90400	59
11,91467	62
11,92533	67
11,93600	70
11,94667	63
11,95733	64
11,96800	62
11,97867	64
11,98933	66
12,00000	67
12,01067	68
12,02133	65


