[Header]
Application Name	LabSolutions
2,84800	-4
2,85867	-7
2,86933	-6
2,88000	-5
2,89067	-6
2,90133	-6
2,91200	-5
2,92267	-5
2,93333	-5
2,94400	-8
2,95467	-3
2,96533	-2
2,97600	3
2,98667	4
2,99733	2
3,00800	5
3,01867	8
3,02933	9
3,04000	8
3,05067	7
3,06133	9
3,07200	4
3,08267	5
3,09333	13
3,10400	7
3,11467	10
3,12533	4
3,13600	-0
3,14667	-3
3,15733	-0
3,16800	6
3,17867	12
3,18933	11
3,20000	9
3,21067	9
3,22133	11
3,23200	14
3,24267	10
3,25333	7
3,26400	7
3,27467	13
3,28533	18
3,29600	16
3,30667	18
3,31733	14
3,32800	18
3,33867	17
3,34933	16
3,36000	25
3,37067	27
3,38133	21
3,39200	19
3,40267	21
3,41333	22
3,42400	15
3,43467	14
3,44533	10
3,45600	11
3,46667	13
3,47733	19
3,48800	14
3,49867	13
3,50933	20
3,52000	14
3,53067	20
3,54133	20
3,55200	41
3,56267	32
3,57333	26
3,58400	21
3,59467	17
3,60533	20
3,61600	25
3,62667	25
3,63733	17
3,64800	19
3,65867	23
3,66933	31
3,68000	34
3,69067	23
3,70133	24
3,71200	24
3,72267	27
3,73333	24
3,74400	21
3,75467	20
3,76533	12
3,77600	14
3,78667	11
3,79733	14
3,80800	15
3,81867	11
3,82933	3
3,84000	9
3,85067	5
3,86133	7
3,87200	-0
3,88267	2
3,89333	4
3,90400	6
3,91467	0
3,92533	1
3,93600	4
3,94667	3
3,95733	7
3,96800	7
3,97867	5
3,98933	7
4,00000	13
4,01067	5
4,02133	7
4,03200	7
4,04267	8
4,05333	6
4,06400	5
4,07467	5
4,08533	7
4,09600	-1
4,10667	-1
4,11733	2
4,12800	10
4,13867	13
4,14933	7
4,16000	8
4,17067	8
4,18133	13
4,19200	19
4,20267	17
4,21333	13
4,22400	13
4,23467	9
4,24533	19
4,25600	11
4,26667	22
4,27733	19
4,28800	12
4,29867	14
4,30933	19
4,32000	17
4,33067	15
4,34133	14
4,35200	11
4,36267	5
4,37333	1
4,38400	8
4,39467	4
4,40533	5
4,41600	9
4,42667	6
4,43733	5
4,44800	8
4,45867	6
4,46933	9
4,48000	5
4,49067	10
4,50133	6
4,51200	4
4,52267	5
4,53333	10
4,54400	11
4,55467	4
4,56533	5
4,57600	8
4,58667	8
4,59733	7
4,60800	5
4,61867	3
4,62933	5
4,64000	9
4,65067	8
4,66133	4
4,67200	4
4,68267	-2
4,69333	-2
4,70400	2
4,71467	0
4,72533	3
4,73600	-4
4,74667	-1
4,75733	-0
4,76800	1
4,77867	3
4,78933	2
4,80000	0
4,81067	-2
4,82133	-4
4,83200	3
4,84267	9
4,85333	7
4,86400	4
4,87467	7
4,88533	4
4,89600	-3
4,90667	3
4,91733	-3
4,92800	-1
4,93867	-3
4,94933	1
4,96000	-0
4,97067	-1
4,98133	0
4,99200	-6
5,00267	-5
5,01333	-3
5,02400	5
5,03467	1
5,04533	3
5,05600	2
5,06667	4
5,07733	1
5,08800	-7
5,09867	-1
5,10933	-4
5,12000	-11
5,13067	-9
5,14133	-13
5,15200	-10
5,16267	-7
5,17333	-13
5,18400	-15
5,19467	-12
5,20533	-10
5,21600	-8
5,22667	-2
5,23733	1
5,24800	-1
5,25867	-10
5,26933	-11
5,28000	-14
5,29067	-11
5,30133	-9
5,31200	19
5,32267	45
5,33333	9
5,34400	-1
5,35467	-12
5,36533	-21
5,37600	-28
5,38667	-14
5,39733	-14
5,40800	-9
5,41867	-12
5,42933	-15
5,44000	-19
5,45067	-14
5,46133	-13
5,47200	-17
5,48267	-15
5,49333	-16
5,50400	-11
5,51467	-15
5,52533	-17
5,53600	-14
5,54667	-15
5,55733	-10
5,56800	-12
5,57867	-17
5,58933	-18
5,60000	-15
5,61067	-13
5,62133	-14
5,63200	-8
5,64267	-12
5,65333	-19
5,66400	-18
5,67467	-16
5,68533	-17
5,69600	-24
5,70667	-25
5,71733	-22
5,72800	-25
5,73867	-20
5,74933	-18
5,76000	-1
5,77067	2
5,78133	-13
5,79200	-20
5,80267	-20
5,81333	-25
5,82400	-27
5,83467	-17
5,84533	-22
5,85600	-18
5,86667	-18
5,87733	-18
5,88800	-20
5,89867	-14
5,90933	-18
5,92000	-23
5,93067	-23
5,94133	-25
5,95200	-17
5,96267	-23
5,97333	-24
5,98400	-25
5,99467	-20
6,00533	-18
6,01600	-22
6,02667	-31
6,03733	-28
6,04800	-20
6,05867	-24
6,06933	-18
6,08000	-18
6,09067	-18
6,10133	-17
6,11200	-18
6,12267	-20
6,13333	-21
6,14400	-25
6,15467	-28
6,16533	-26
6,17600	-22
6,18667	-28
6,19733	-27
6,20800	-30
6,21867	-24
6,22933	-24
6,24000	-21
6,25067	-21
6,26133	-20
6,27200	-18
6,28267	-24
6,29333	-34
6,30400	-38
6,31467	-30
6,32533	-29
6,33600	-31
6,34667	-27
6,35733	-30
6,36800	-30
6,37867	-28
6,38933	-28
6,40000	-26
6,41067	-20
6,42133	-17
6,43200	-25
6,44267	-18
6,45333	-26
6,46400	-26
6,47467	-27
6,48533	-26
6,49600	-22
6,50667	-22
6,51733	-25
6,52800	-29
6,53867	-24
6,54933	-23
6,56000	-20
6,57067	-28
6,58133	-25
6,59200	-30
6,60267	-30
6,61333	-34
6,62400	-30
6,63467	-30
6,64533	-33
6,65600	-35
6,66667	-36
6,67733	-36
6,68800	-34
6,69867	-36
6,70933	-35
6,72000	-33
6,73067	-30
6,74133	-31
6,75200	-30
6,76267	-36
6,77333	-30
6,78400	-27
6,79467	-37
6,80533	-31
6,81600	-32
6,82667	-35
6,83733	-32
6,84800	-29
6,85867	-33
6,86933	-35
6,88000	-35
6,89067	-30
6,90133	-31
6,91200	-30
6,92267	-33
6,93333	-31
6,94400	-26
6,95467	-33
6,96533	-31
6,97600	-34
6,98667	-26
6,99733	-31
7,00800	-29
7,01867	-31
7,02933	-21
7,04000	-21
7,05067	-29
7,06133	-31
7,07200	-33
7,08267	-31
7,09333	-31
7,10400	-37
7,11467	-29
7,12533	-33
7,13600	-31
7,14667	-31
7,15733	-35
7,16800	-33
7,17867	-23
7,18933	-17
7,20000	-21
7,21067	-30
7,22133	-36
7,23200	-35
7,24267	-31
7,25333	-37
7,26400	-37
7,27467	-42
7,28533	-37
7,29600	-41
7,30667	-40
7,31733	-45
7,32800	-42
7,33867	-35
7,34933	-37
7,36000	-37
7,37067	-34
7,38133	-33
7,39200	-34
7,40267	-36
7,41333	-36
7,42400	-36
7,43467	-33
7,44533	-39
7,45600	-35
7,46667	-42
7,47733	-44
7,48800	-44
7,49867	-38
7,50933	-38
7,52000	-41
7,53067	-44
7,54133	-39
7,55200	-40
7,56267	-40
7,57333	-41
7,58400	-44
7,59467	-39
7,60533	-37
7,61600	-41
7,62667	-35
7,63733	-38
7,64800	-36
7,65867	-33
7,66933	-39
7,68000	-39
7,69067	-42
7,70133	-48
7,71200	-44
7,72267	-47
7,73333	-43
7,74400	-44
7,75467	-42
7,76533	-42
7,77600	-42
7,78667	-40
7,79733	-42
7,80800	-42
7,81867	-36
7,82933	-37
7,84000	-38
7,85067	-40
7,86133	-43
7,87200	-49
7,88267	-39
7,89333	-36
7,90400	-40
7,91467	-42
7,92533	-41
7,93600	-38
7,94667	-38
7,95733	-37
7,96800	-37
7,97867	-44
7,98933	-35
8,00000	-37
8,01067	-37
8,02133	-44
8,03200	-39
8,04267	-46
8,05333	-46
8,06400	-48
8,07467	-44
8,08533	-44
8,09600	-47
8,10667	-49
8,11733	-49
8,12800	-46
8,13867	-46
8,14933	-45
8,16000	-45
8,17067	-40
8,18133	-42
8,19200	-44
8,20267	-46
8,21333	-46
8,22400	-39
8,23467	-38
8,24533	-35
8,25600	-39
8,26667	-24
8,27733	-36
8,28800	-40
8,29867	-40
8,30933	-40
8,32000	-39
8,33067	-41
8,34133	-39
8,35200	-50
8,36267	-47
8,37333	-43
8,38400	-46
8,39467	-48
8,40533	-46
8,41600	-46
8,42667	-44
8,43733	-38
8,44800	-44
8,45867	-45
8,46933	-50
8,48000	-45
8,49067	-45
8,50133	-43
8,51200	-48
8,52267	-45
8,53333	-51
8,54400	-48
8,55467	-46
8,56533	-45
8,57600	-49
8,58667	-43
8,59733	-49
8,60800	-53
8,61867	-52
8,62933	-54
8,64000	-56
8,65067	-51
8,66133	-47
8,67200	-51
8,68267	-51
8,69333	-49
8,70400	-51
8,71467	-46
8,72533	-45
8,73600	-48
8,74667	-54
8,75733	-53
8,76800	-48
8,77867	-45
8,78933	-51
8,80000	-50
8,81067	-53
8,82133	-57
8,83200	-55
8,84267	-54
8,85333	-50
8,86400	-51
8,87467	-54
8,88533	-51
8,89600	-48
8,90667	-50
8,91733	-54
8,92800	-53
8,93867	-58
8,94933	-60
8,96000	-63
8,97067	-61
8,98133	-58
8,99200	-57
9,00267	-53
9,01333	-54
9,02400	-56
9,03467	-53
9,04533	-52
9,05600	-59
9,06667	-58
9,07733	-60
9,08800	-57
9,09867	-58
9,10933	-64
9,12000	-60
9,13067	-62
9,14133	-55
9,15200	-62
9,16267	-59
9,17333	-63
9,18400	-66
9,19467	-66
9,20533	-68
9,21600	-63
9,22667	-63
9,23733	-60
9,24800	-64
9,25867	-64
9,26933	-62
9,28000	-61
9,29067	-63
9,30133	-56
9,31200	-60
9,32267	-66
9,33333	-65
9,34400	-66
9,35467	-66
9,36533	-66
9,37600	-70
9,38667	-71
9,39733	-69
9,40800	-72
9,41867	-68
9,42933	-70
9,44000	-73
9,45067	-71
9,46133	-72
9,47200	-70
9,48267	-77
9,49333	-71
9,50400	-70
9,51467	-71
9,52533	-75
9,53600	-75
9,54667	-69
9,55733	-75
9,56800	-75
9,57867	-76
9,58933	-80
9,60000	-78
9,61067	-71
9,62133	-72
9,63200	-71
9,64267	-70
9,65333	-77
9,66400	-77
9,67467	-82
9,68533	-79
9,69600	-77
9,70667	-75
9,71733	-79
9,72800	-76
9,73867	-74
9,74933	-76
9,76000	-79
9,77067	-73
9,78133	-74
9,79200	-83
9,80267	-88
9,81333	-88
9,82400	-87
9,83467	-83
9,84533	-81
9,85600	-79
9,86667	-74
9,87733	-82
9,88800	-86
9,89867	-88
9,90933	-85
9,92000	-78
9,93067	-76
9,94133	-76
9,95200	-81
9,96267	-79
9,97333	-85
9,98400	-86
9,99467	-83
10,00533	-88
10,01600	-85
10,02667	-84
10,03733	-84
10,04800	-82
10,05867	-83
10,06933	-85
10,08000	-90
10,09067	-94
10,10133	-94
10,11200	-87
10,12267	-82
10,13333	-90
10,14400	-84
10,15467	-85
10,16533	-86
10,17600	-92
10,18667	-87
10,19733	-37
10,20800	-71
10,21867	-83
10,22933	-88
10,24000	-95
10,25067	-91
10,26133	-90
10,27200	-84
10,28267	-90
10,29333	-90
10,30400	-80
10,31467	-85
10,32533	-89
10,33600	-91
10,34667	-89
10,35733	-89
10,36800	-88
10,37867	-88
10,38933	-87
10,40000	-87
10,41067	-92
10,42133	-92
10,43200	-87
10,44267	-93
10,45333	-93
10,46400	-91
10,47467	-95
10,48533	-100
10,49600	-96
10,50667	-94
10,51733	-97
10,52800	-99
10,53867	-96
10,54933	-95
10,56000	-99
10,57067	-97
10,58133	-98
10,59200	-98
10,60267	-102
10,61333	-113
10,62400	-108
10,63467	-102
10,64533	-102
10,65600	-101
10,66667	-103
10,67733	-104
10,68800	-100
10,69867	-105
10,70933	-106
10,72000	-105
10,73067	-103
10,74133	-110
10,75200	-103
10,76267	-106
10,77333	-98
10,78400	-101
10,79467	-102
10,80533	-104
10,81600	-108
10,82667	-107
10,83733	-108
10,84800	-108
10,85867	-108
10,86933	-110
10,88000	-102
10,89067	-103
10,90133	-111
10,91200	-105
10,92267	-106
10,93333	-102
10,94400	-108
10,95467	-113
10,96533	-109
10,97600	-109
10,98667	-103
10,99733	-104
11,00800	-106
11,01867	-107
11,02933	-107
11,04000	-102
11,05067	-106
11,06133	-109
11,07200	-110
11,08267	-110
11,09333	-108
11,10400	-109
11,11467	-115
11,12533	-115
11,13600	-109
11,14667	-112
11,15733	-108
11,16800	-106
11,17867	-96
11,18933	-98
11,20000	-103
11,21067	-98
11,22133	-106
11,23200	-108
11,24267	-106
11,25333	-111
11,26400	-113
11,27467	-110
11,28533	-110
11,29600	-113
11,30667	-111
11,31733	-108
11,32800	-109
11,33867	-112
11,34933	-110
11,36000	-112
11,37067	-107
11,38133	-112
11,39200	-114
11,40267	-110
11,41333	-106
11,42400	-108
11,43467	-111
11,44533	-113
11,45600	-111
11,46667	-110
11,47733	-110
11,48800	-109
11,49867	-112
11,50933	-115
11,52000	-115
11,53067	-113
11,54133	-115
11,55200	-119
11,56267	-118
11,57333	-117
11,58400	-114
11,59467	-116
11,60533	-113
11,61600	-112
11,62667	-116
11,63733	-114
11,64800	-118
11,65867	-110
11,66933	-113
11,68000	-110
11,69067	-112
11,70133	-111
11,71200	-110
11,72267	-109
11,73333	-112
11,74400	-116
11,75467	-111
11,76533	-110
11,77600	-116
11,78667	-124
11,79733	-119
11,80800	-113
11,81867	-116
11,82933	-119
11,84000	-113
11,85067	-116
11,86133	-87
11,87200	-98
11,88267	-106
11,89333	-114
11,90400	-118
11,91467	-115
11,92533	-123
11,93600	-119
11,94667	-120
11,95733	-118
11,96800	-118
11,97867	-118
11,98933	-122
12,00000	-121
12,01067	-126
12,02133	-125


